NEPVLADOXATEROPHCVRANGAZIDROMPHZVLCOTHNAXORGAL/;47;×2;"#802,#850"
ANOXDETHHOPORONGENVACHLEXARONPANCHOLAXARONPHA;45;×2;"#706,#756"
CHERVANGALPAXLARCHZICHASTORGNERGOTHZADR;39;×2;"#564,#610"
VROPOGYDORCHILARNORPO;21;×2;"#1283,#1311"
ZVDRABRACHNERVEXLE;18;×2;"#213,#243"
DARGATHLEXADARGGAR;18;×2;"#303,#336"
ANGAXARMARONGA;14;×2;"#321,#355"
GENPHZALGA;10;×2;"#232,#262"
VARONPH;7;×2;"#68,#1373"
THZVRGE;7;×2;"#201,#1045"
MPHZIL;6;×2;"#1423,#1443"
DETHCO;6;×2;"#396,#1381"
ALPHAX;6;×2;"#191,#295"
PHAXAL;6;×2;"#193,#1226"
THCOM;5;×2;"#398,#1201"
ZIROP;5;×2;"#529,#1473"
DEXTA;5;×2;"#89,#503"
DAXAR;5;×2;"#75,#1061"
AVARN;5;×2;"#658,#1352"
ADRON;5;×2;"#646,#1456"
ADORN;5;×2;"#128,#691"
ACHER;5;×2;"#101,#563"
ANCHA;5;×2;"#413,#603"
ARNOP;5;×2;"#154,#1040"
AROMZ;5;×2;"#1277,#1305"
GELPH;5;×2;"#206,#524"
NCHAL;5;×2;"#604,#650"
NVAXN;5;×2;"#45,#481"
PHODE;5;×2;"#1378,#1450"
PHAAR;5;×2;"#1068,#1417"
PHARG;5;×2;"#456,#533"
PHZIR;5;×2;"#527,#1173"
ONPHZ;5;×2;"#549,#1162"
ONGON;5;×2;"#477,#1159"
ONGAN;5;×2;"#62,#1143"
RVAXC;5;×2;"#487,#540"
RCHAN;5;×2;"#420,#1168"
RAPHA;5;×2;"#454,#1481"
RANCH;5;×3;"#277,#602,#1337"
LGETH;5;×2;"#52,#1115"
MARG;4;×2;"#290,#1365"
CHAR;4;×2;"#967,#1413"
TZIR;4;×2;"#1005,#1472"
THMA;4;×2;"#55,#288"
ZIDO;4;×2;"#1074,#1486"
ZIRA;4;×2;"#1211,#1335"
ZIRC;4;×2;"#1006,#1104"
DEXA;4;×2;"#1453,#1493"
DRAN;4;×2;"#42,#601"
AGAR;4;×2;"#696,#1392"
AMAR;4;×2;"#417,#1364"
ADRA;4;×2;"#600,#1185"
ACLE;4;×2;"#1264,#1496"
AXNE;4;×3;"#47,#122,#299"
ANPH;4;×3;"#499,#1171,#1218"
ALHV;4;×2;"#449,#653"
ALVI;4;×2;"#184,#1408"
ALCO;4;×2;"#110,#134"
ALGR;4;×2;"#1034,#1478"
ARPH;4;×2;"#698,#1415"
ARAN;4;×2;"#276,#319"
HGON;4;×2;"#666,#1010"
HAZI;4;×2;"#1020,#1484"
HAMA;4;×2;"#416,#1389"
GARN;4;×2;"#435,#1393"
GALA;4;×2;"#151,#941"
NPHD;4;×2;"#72,#500"
NARB;4;×2;"#559,#1057"
NARO;4;×2;"#17,#673"
NGDA;4;×2;"#408,#1081"
PANG;4;×2;"#148,#403"
PHIR;4;×2;"#1220,#1259"
PHAL;4;×3;"#209,#381,#1053"
POTH;4;×2;"#26,#199"
ORGV;4;×2;"#385,#518"
ONCH;4;×2;"#649,#1154"
ONAR;4;×2;"#558,#672"
ODRA;4;×2;"#41,#1439"
OXNE;4;×2;"#377,#1194"
REMP;4;×2;"#461,#1421"
RMON;4;×2;"#970,#1152"
RAMA;4;×2;"#948,#1133"
RALP;4;×2;"#392,#1065"
RONO;4;×2;"#79,#1458"
ROXP;4;×2;"#3,#675"
XNEL;4;×2;"#123,#1195"
EMPH;4;×2;"#1051,#1422"
EDAR;4;×2;"#302,#1038"
ETHG;4;×2;"#511,#664"
LOTH;4;×2;"#172,#286"
LVRO;4;×2;"#959,#1282"
LNAR;4;×2;"#16,#1056"
LANG;4;×3;"#354,#1079,#1397"
LARD;4;×2;"#11,#1270"
BZI;3;×2;"#963,#1103"
BRO;3;×2;"#375,#978"
BAL;3;×3;"#190,#688,#1401"
MPA;3;×2;"#402,#463"
MAG;3;×2;"#955,#1391"
MAV;3;×2;"#657,#950"
MAC;3;×2;"#100,#1263"
VON;3;×2;"#521,#1208"
VOR;3;×2;"#443,#984"
VIO;3;×2;"#272,#1410"
CON;3;×2;"#476,#1385"
TRA;3;×2;"#391,#947"
TAR;3;×2;"#275,#506"
DAB;3;×2;"#188,#373"
DAL;3;×2;"#133,#1033"
DOD;3;×2;"#1436,#1438"
DON;3;×2;"#548,#1178"
AGE;3;×2;"#956,#1248"
APL;3;×2;"#1015,#1349"
AVI;3;×2;"#271,#944"
ABO;3;×2;"#556,#1465"
ABA;3;×2;"#189,#704"
ANE;3;×3;"#65,#423,#897"
ALO;3;×2;"#383,#1230"
ALZ;3;×2;"#211,#1402"
ARV;3;×2;"#486,#1071"
ARL;3;×2;"#352,#1128"
HVD;3;×2;"#451,#1361"
HCH;3;×2;"#281,#1241"
HNO;3;×2;"#29,#1255"
HLA;3;×3;"#10,#494,#1119"
GLE;3;×2;"#471,#509"
GRA;3;×3;"#514,#994,#1480"
GRE;3;×2;"#460,#1036"
GED;3;×2;"#163,#1031"
GAA;3;×2;"#293,#1490"
GA/;3;×2;"#240,#333"
GHL;3;×2;"#9,#1368"
NZI;3;×2;"#997,#1210"
NDA;3;×2;"#132,#1087"
NEO;3;×2;"#49,#424"
NOL;3;×2;"#1256,#1460"
NAL;3;×2;"#1180,#1407"
NAP;3;×2;"#430,#438"
IRM;3;×2;"#1151,#1261"
IRB;3;×2;"#976,#1101"
ILD;3;×2;"#22,#1108"
PDE;3;×2;"#395,#440"
PAD;3;×2;"#464,#1184"
PIN;3;×2;"#6,#1096"
OGA;3;×2;"#182,#1489"
ONE;3;×2;"#849,#989"
OCH;3;×2;"#492,#1412"
OZA;3;×2;"#702,#752"
OZI;3;×3;"#20,#137,#1149"
OLG;3;×3;"#51,#433,#1461"
RED;3;×2;"#1037,#1434"
RNA;3;×2;"#437,#694"
RND;3;×2;"#131,#661"
RGP;3;×2;"#105,#146"
RAX;3;×2;"#121,#515"
RDO;3;×2;"#13,#1177"
ROS;3;×2;"#86,#1346"
XON;3;×2;"#671,#1093"
ELD;3;×2;"#546,#1197"
ELV;3;×2;"#125,#958"
ERC;3;×2;"#1252,#1343"
LZI;3;×2;"#1334,#1403"
LZV;3;×2;"#212,#1130"
LON;3;×2;"#1158,#1231"
LVA;3;×2;"#126,#1189"
LDO;3;×2;"#23,#547"
LAV;3;×2;"#943,#1351"
LEB;3;×2;"#1266,#1370"
/A;2;×2;"#896,#1304"
/O;2;×2;"#751,#848"
VZ;2;×2;"#1073,#1357"
CA;2;×2;"#1026,#1217"
CR;2;×2;"#120,#1345"
DN;2;×2;"#1273,#1406"
AH;2;×2;"#96,#1084"
NR;2;×2;"#1013,#1141"
OB;2;×2;"#962,#1077"
OA;2;×2;"#159,#1464"
EC;2;×2;"#475,#1216"
EV;2;×3;"#67,#442,#1250"
LI;2;×2;"#36,#1017"
