AR,38
CH,37
AN,33
AX,31
PH,31
HA,28
AL,28
ON,26
LA,26
RA,26
OR,25
NA,25
AP,21
ZI,17
RO,17
XO,16
VA,16
OL,16
NO,15
GA,15
MA,14
OX,14
DA,14
GE,14
IR,14
NC,13
HO,13
NP,13
AC,12
HI,12
RN,12
RD,12
PO,11
LP,11
DR,11
TH,11
BA,11
DE,11
PA,11
DO,10
AD,10
AG,10
LE,10
AM,10
CO,9
RV,8
RG,8
TA,8
OP,8
IC,8
MP,8
HL,8
LO,8
OD,8
LD,7
XA,7
OT,7
EL,7
NG,7
XL,7
ET,7
PT,7
XN,7
ER,6
AB,6
OG,6
CL,6
BO,6
HV,6
HZ,6
NE,5
TO,5
EM,5
AA,5
ZV,5
GR,5
LB,5
ZA,5
EX,5
VI,5
RB,5
RZ,5
RC,5
NZ,4
EN,4
HE,4
LI,4
IP,4
PZ,4
XZ,4
LG,4
IX,4
RE,4
ID,4
HC,4
PV,4
EH,4
LC,4
AV,4
RM,4
DP,3
EP,3
OC,3
RP,3
XV,3
LL,3
HN,3
HG,3
VB,3
OM,3
ED,3
IO,3
PN,3
ND,3
VO,3
DV,3
VR,3
GO,3
IL,3
OV,3
XD,3
NL,3
AS,2
IB,2
VX,2
RR,2
AZ,2
VC,2
NV,2
EG,2
GN,2
VN,2
PR,2
ST,2
VD,2
XT,2
NT,2
CA,2
TG,2
NI,2
AH,2
EV,2
XM,2
TZ,2
OH,2
XC,2
RH,1
PS,1
TN,1
FR,1
IZ,1
VE,1
BN,1
NS,1
BI,1
PI,1
XR,1
GV,1
MR,1
HD,1
DG,1
PL,1
GL,1
LZ,1
BR,1
DN,1
RT,1
TL,1
MN,1
NY,1
YB,1
LT,1
ZY,1
ZC,1
BL,1
VT,1
SI,1
XF,1
ZO,1
VP,1
BD,1
DZ,1
SA,1
DI,1
IN,1
LM,1
AT,1
DC,1
XP,1
CR,1
GP,1
MV,1
NH,1
HR,1
PD,1
DX,1
TD,1
EA,1
NR,1
GD,1
YN,1
XY,1
MO,1
YD,1
