IRACHAALAPZVBOT;15;×2;"#202,#230"
GADROMPHLIP;11;×2;"#190,#218"
CHASTOR;7;×2;"#105,#677"
ZIRAPHA;7;×2;"#889,#1125"
IRAPHAN;7;×2;"#1036,#1126"
OPHICHA;7;×2;"#532,#752"
ANZANCH;7;×2;"#416,#541"
XORMAR;6;×2;"#609,#984"
ODOGRA;6;×2;"#249,#691"
ORGAXO;6;×2;"#467,#769"
PHIODA;6;×2;"#294,#663"
AGENPH;6;×2;"#651,#895"
AXDEHO;6;×2;"#462,#640"
XNAVI;5;×2;"#429,#806"
CHORD;5;×2;"#333,#457"
CHLAX;5;×2;"#95,#1194"
MANCH;5;×2;"#830,#882"
NCHOL;5;×2;"#716,#832"
NARVA;5;×2;"#647,#738"
DAXNA;5;×2;"#804,#1076"
DAMPH;5;×2;"#435,#1214"
DEHOX;5;×2;"#262,#642"
LOPTA;5;×2;"#60,#620"
RANPA;5;×2;"#351,#931"
RONPH;5;×2;"#660,#1144"
OTHZI;5;×2;"#364,#857"
OGALD;5;×2;"#41,#1072"
ONGAL;5;×2;"#155,#1137"
OLLAP;5;×2;"#1057,#1097"
ORDAX;5;×2;"#459,#1244"
ORNAP;5;×3;"#774,#908,#1049"
PVIXO;5;×2;"#606,#1053"
PHANO;5;×2;"#783,#1129"
POLGE;5;×2;"#174,#1008"
ARDEX;5;×2;"#343,#613"
ARONP;5;×2;"#136,#380"
AXONA;5;×2;"#470,#916"
AXLAR;5;×2;"#47,#953"
ANCHA;5;×2;"#419,#883"
ANCHO;5;×3;"#116,#331,#831"
XZIR;4;×2;"#280,#978"
XORN;4;×2;"#322,#773"
HZVR;4;×2;"#547,#822"
HZIR;4;×3;"#859,#1002,#1124"
HVNA;4;×2;"#627,#744"
HIRA;4;×2;"#201,#1035"
HAMA;4;×2;"#306,#828"
CORN;4;×3;"#70,#853,#1048"
CLAR;4;×2;"#369,#1225"
CHIR;4;×2;"#1034,#1186"
CHAL;4;×3;"#397,#421,#536"
CHAR;4;×4;"#378,#756,#878,#885"
CHER;4;×2;"#25,#270"
ZICH;4;×2;"#1121,#1157"
ZIRB;4;×2;"#385,#979"
ZIRN;4;×2;"#281,#1003"
MACH;4;×2;"#268,#814"
MANZ;4;×2;"#21,#540"
NPHA;4;×3;"#519,#654,#1146"
NERV;4;×2;"#1150,#1234"
NAPH;4;×2;"#473,#1017"
DRON;4;×2;"#403,#631"
DRAN;4;×2;"#167,#971"
DARC;4;×2;"#92,#837"
DORN;4;×2;"#907,#1209"
LEXO;4;×2;"#709,#1241"
LETH;4;×3;"#593,#730,#926"
LPHA;4;×2;"#782,#844"
LAXC;4;×2;"#1196,#1222"
LAXO;4;×2;"#79,#97"
LARV;4;×2;"#526,#955"
LARD;4;×4;"#342,#370,#968,#1177"
LDAX;4;×2;"#869,#1075"
EXOR;4;×2;"#321,#1242"
ETHO;4;×2;"#178,#927"
ELAX;4;×2;"#441,#1221"
GRAN;4;×2;"#329,#864"
GETH;4;×3;"#177,#734,#1173"
GELA;4;×2;"#440,#966"
RBAN;4;×2;"#550,#1014"
RDRO;4;×2;"#402,#1107"
RANC;4;×2;"#330,#972"
RANO;4;×2;"#168,#865"
RNOP;4;×2;"#759,#1005"
OXNA;4;×2;"#428,#645"
OXZI;4;×2;"#279,#941"
OVAR;4;×2;"#84,#583"
OCHA;4;×2;"#304,#676"
ONCH;4;×3;"#633,#715,#874"
OLPO;4;×2;"#575,#688"
OLDA;4;×2;"#835,#868"
ORNO;4;×2;"#854,#1210"
PHAL;4;×3;"#287,#655,#845"
POLO;4;×2;"#160,#618"
ARBA;4;×2;"#668,#1013"
ARZI;4;×2;"#585,#887"
ARZA;4;×2;"#486,#1227"
ARDR;4;×2;"#969,#1106"
ARGE;4;×2;"#50,#86"
AXAL;4;×2;"#496,#602"
AXOL;4;×2;"#523,#991"
AXOR;4;×3;"#98,#772,#983"
ALCH;4;×2;"#902,#1032"
ALBO;4;×3;"#246,#498,#1140"
ALPH;4;×2;"#423,#843"
ALPV;4;×2;"#130,#604"
ANLE;4;×2;"#560,#924"
ANOL;4;×2;"#785,#866"
ANOX;4;×3;"#169,#277,#1131"
