BONG;4;×2;"#500,#1136"
BANC;4;×2;"#185,#551"
TZI;3;×2;"#779,#1156"
THN;3;×2;"#736,#1232"
TAX;3;×2;"#915,#952"
XNO;3;×2;"#451,#704"
XMA;3;×2;"#347,#813"
XAR;3;×2;"#135,#1163"
XOP;3;×2;"#531,#711"
HCH;3;×2;"#877,#1218"
HGE;3;×2;"#439,#733"
HON;3;×2;"#119,#476"
HLE;3;×2;"#360,#729"
HAX;3;×2;"#1020,#1111"
HEL;3;×2;"#147,#1220"
CAL;3;×2;"#901,#1239"
CON;3;×2;"#597,#840"
CLO;3;×2;"#59,#1117"
CHZ;3;×2;"#546,#1123"
ZID;3;×3;"#587,#943,#1069"
ZIL;3;×2;"#65,#780"
NDA;3;×2;"#434,#803"
NVA;3;×2;"#406,#800"
NPO;3;×2;"#1095,#1168"
NON;3;×2;"#154,#1091"
NOR;3;×3;"#37,#705,#1204"
NAL;3;×3;"#245,#842,#1031"
NAD;3;×2;"#90,#629"
NAB;3;×2;"#30,#746"
DEV;3;×2;"#318,#1087"
DEM;3;×2;"#142,#961"
IXN;3;×2;"#374,#703"
IRO;3;×2;"#861,#1188"
VAN;3;×4;"#741,#801,#1089,#1191"
VAX;3;×3;"#133,#449,#529"
LPA;3;×2;"#454,#1082"
LON;3;×2;"#873,#1118"
LOX;3;×3;"#162,#766,#1161"
LDO;3;×2;"#67,#506"
LDE;3;×2;"#14,#261"
EMA;3;×2;"#143,#937"
ERD;3;×2;"#272,#401"
EPO;3;×2;"#74,#362"
GED;3;×2;"#291,#1025"
RAL;3;×2;"#259,#764"
RAX;3;×3;"#253,#557,#811"
RPH;3;×3;"#101,#567,#921"
RCH;3;×2;"#94,#509"
RCL;3;×2;"#58,#723"
RVO;3;×2;"#39,#1152"
OXL;3;×2;"#181,#591"
OXA;3;×3;"#171,#265,#1162"
ONT;3;×2;"#1103,#1170"
OLA;3;×2;"#525,#787"
PRO;3;×2;"#674,#1101"
PZI;3;×2;"#384,#1068"
PHC;3;×2;"#899,#1217"
PAR;3;×3;"#912,#934,#1083"
PAG;3;×2;"#327,#697"
PNA;3;×2;"#17,#579"
PON;3;×2;"#482,#1169"
AGA;3;×2;"#698,#1183"
AVA;3;×2;"#122,#309"
ADO;3;×2;"#750,#906"
ARM;3;×2;"#880,#1164"
ARN;3;×2;"#758,#1029"
ARR;3;×2;"#349,#572"
AXV;3;×2;"#254,#1247"
ALE;3;×2;"#399,#1240"
ALG;3;×2;"#289,#671"
ABA;3;×4;"#31,#275,#494,#1044"
ANE;3;×2;"#489,#1149"
APT;3;×2;"#777,#1230"
APA;3;×2;"#696,#911"
APN;3;×2;"#299,#1060"
BAX;3;×2;"#495,#982"
BAL;3;×3;"#391,#670,#1045"
NI;2;×2;"#301,#325"
DV;2;×3;"#794,#1027,#1180"
DP;2;×3;"#45,#293,#409"
IB;2;×2;"#113,#184"
VD;2;×2;"#818,#1181"
VC;2;×2;"#396,#795"
VX;2;×2;"#256,#958"
EG;2;×2;"#516,#995"
GO;2;×2;"#940,#996"
GN;2;×2;"#600,#684"
RE;2;×3;"#504,#798,#936"
OH;2;×2;"#1110,#1200"
AH;2;×2;"#311,#821"
AZ;2;×2;"#64,#394"
