CHA,15
PHA,12
NCH,11
ACH,10
ANC,10
AXO,10
LAR,9
RON,9
PHI,8
RAN,8
ZIR,8
APH,8
ANO,7
XOR,7
ARD,7
LAX,7
ORN,7
ETH,7
ONP,6
MPH,6
AMP,6
CHO,6
ICH,6
DRA,6
ONG,6
ALP,6
HAN,6
NPH,6
NAP,6
IRA,6
HAL,6
GAL,5
ALA,5
ONA,5
VAR,5
POL,5
DRO,5
RNA,5
HOR,5
RVA,5
XNA,5
AXL,5
AGE,5
RAP,5
DAX,5
RNO,5
LAP,5
MAN,4
XLA,4
NGA,4
LPO,4
XZI,4
ANP,4
HAR,4
AXA,4
RBA,4
ORG,4
ODO,4
GRA,4
CLA,4
LET,4
ARV,4
HIC,4
COR,4
HZI,4
PAR,4
ZID,4
ALC,4
ABA,4
NPA,4
ADR,4
CHL,4
BAN,4
ARZ,4
VAN,4
ALB,4
ARG,4
PTA,3
ARC,3
OVA,3
HLA,3
LOX,3
OXA,3
GET,3
HOX,3
HIR,3
AAL,3
APZ,3
LBO,3
DOG,3
RAX,3
DEH,3
MAC,3
HIO,3
AMA,3
OTH,3
ZIC,3
BAL,3
ZAN,3
LPH,3
NAV,3
RDA,3
GAX,3
VAX,3
OPH,3
ANZ,3
VIX,3
EHO,3
GEN,3
DAR,3
OLP,3
ONC,3
AXN,3
DOR,3
NAR,3
THO,3
EMA,3
TAX,3
OXZ,3
RMA,3
RGA,3
XOL,3
LGE,3
NAL,3
CHI,3
ORD,3
CHE,3
NOR,3
ALD,3
OGA,3
ARO,3
PHL,3
OGR,3
NOX,3
NOL,3
HAA,3
EXO,3
LDA,3
MAR,3
RDR,3
ELA,3
RPH,3
RAC,3
ODA,3
NAB,2
RVO,2
RGE,2
LOP,2
NAD,2
STO,2
XAR,2
HEL,2
LIP,2
VBO,2
RAL,2
HER,2
ALG,2
OCH,2
ARR,2
NVA,2
HGE,2
XNO,2
LPA,2
XDE,2
RZA,2
HZV,2
RZI,2
ORM,2
OLO,2
VNA,2
