HORGA;2×;0.82%;" "
BLAXZ;2×;0.82%;" "
GENPH;2×;0.82%;" "
CALGS;1×;0.41%;" "
SEDPH;1×;0.41%;" "
PANGL;1×;0.41%;" "
OXAXA;1×;0.41%;" "
MERON;1×;0.41%;" "
TGILA;1×;0.41%;" "
HODPO;1×;0.41%;" "
DONAX;1×;0.41%;" "
ROGEM;1×;0.41%;" "
NARGA;1×;0.41%;" "
LGAVO;1×;0.41%;" "
RNOPH;1×;0.41%;" "
ORGAL;1×;0.41%;" "
PDEDR;1×;0.41%;" "
OHOXA;1×;0.41%;" "
LBLAX;1×;0.41%;" "
ANECL;1×;0.41%;" "
IDOVA;1×;0.41%;" "
NCHAO;1×;0.41%;" "
LGALE;1×;0.41%;" "
POTHA;1×;0.41%;" "
LGEOV;1×;0.41%;" "
ARCHA;1×;0.41%;" "
RAPHI;1×;0.41%;" "
ANGAL;1×;0.41%;" "
GOXNE;1×;0.41%;" "
POTHI;1×;0.41%;" "
XALDE;1×;0.41%;" "
XLAPP;1×;0.41%;" "
ANGGE;1×;0.41%;" "
RTHRO;1×;0.41%;" "
XYNTA;1×;0.41%;" "
VGEDL;1×;0.41%;" "
AXORG;1×;0.41%;" "
DALCO;1×;0.41%;" "
THAVI;1×;0.41%;" "
LZIPA;1×;0.41%;" "
CDEOG;1×;0.41%;" "
RAPIN;1×;0.41%;" "
CHELM;1×;0.41%;" "
ONDRA;1×;0.41%;" "
NSLEP;1×;0.41%;" "
ONOGE;1×;0.41%;" "
NRAPH;1×;0.41%;" "
RANGA;1×;0.41%;" "
LDARG;1×;0.41%;" "
OXAVO;1×;0.41%;" "
RRAVA;1×;0.41%;" "
NCLEP;1×;0.41%;" "
NGLAX;1×;0.41%;" "
ORNAP;1×;0.41%;" "
HIONT;1×;0.41%;" "
ALTEX;1×;0.41%;" "
NAPHI;1×;0.41%;" "
DLONP;1×;0.41%;" "
HTEXA;1×;0.41%;" "
RPDEH;1×;0.41%;" "
OXNOP;1×;0.41%;" "
ANZIN;1×;0.41%;" "
TOLGA;1×;0.41%;" "
MDVDR;1×;0.41%;" "
ASNER;1×;0.41%;" "
GAVOR;1×;0.41%;" "
BLEDB;1×;0.41%;" "
ARGHV;1×;0.41%;" "
TARCH;1×;0.41%;" "
LEXIC;1×;0.41%;" "
OPANC;1×;0.41%;" "
ONZIV;1×;0.41%;" "
IRBOT;1×;0.41%;" "
HGETH;1×;0.41%;" "
LOXNO;1×;0.41%;" "
RVANC;1×;0.41%;" "
HARCV;1×;0.41%;" "
TONPR;1×;0.41%;" "
ALZIP;1×;0.41%;" "
AXVDA;1×;0.41%;" "
ICPVR;1×;0.41%;" "
GEANV;1×;0.41%;" "
ORNEA;1×;0.41%;" "
NZVCH;1×;0.41%;" "
ONDAD;1×;0.41%;" "
RACON;1×;0.41%;" "
GEPAL;1×;0.41%;" "
ZIRMA;1×;0.41%;" "
PHANL;1×;0.41%;" "
VRABR;1×;0.41%;" "
ACHNE;1×;0.41%;" "
XORVL;1×;0.41%;" "
DONGA;1×;0.41%;" "
VINDR;1×;0.41%;" "
ALPER;1×;0.41%;" "
NOCHL;1×;0.41%;" "
APONT;1×;0.41%;" "
ACOTH;1×;0.41%;" "
ZICHL;1×;0.41%;" "
ANFAR;1×;0.41%;" "
OGACH;1×;0.41%;" "
ICNAG;1×;0.41%;" "
ELPIR;1×;0.41%;" "
VANPO;1×;0.41%;" "
CIPOL;1×;0.41%;" "
ELDOZ;1×;0.41%;" "
ANLEN;1×;0.41%;" "
COVAR;1×;0.41%;" "
NONPH;1×;0.41%;" "
AALBL;1×;0.41%;" "
ARZIV;1×;0.41%;" "
ONELG;1×;0.41%;" "
RALSZ;1×;0.41%;" "
IPRON;1×;0.41%;" "
TEMPA;1×;0.41%;" "
ALMAC;1×;0.41%;" "
HLEGO;1×;0.41%;" "
RGERA;1×;0.41%;" "
VANON;1×;0.41%;" "
CHZIR;1×;0.41%;" "
CHETH;1×;0.41%;" "
TALPL;1×;0.41%;" "
AXCON;1×;0.41%;" "
ERVAN;1×;0.41%;" "
PPHIC;1×;0.41%;" "
OLGED;1×;0.41%;" "
NOCHA;1×;0.41%;" "
RGLAR;1×;0.41%;" "
QVINP;1×;0.41%;" "
IQVAL;1×;0.41%;" "
ICONA;1×;0.41%;" "
NPHZI;1×;0.41%;" "
PHAGE;1×;0.41%;" "
