REMAGEMPHZALHIXNORGREPANGAB;27;×2;"#718,#763"
DOXALNEFFROGENPH;16;×2;"#746,#791"
OHOLMICHANPH;12;×2;"#1201,#1218"
DETHCOR;7;×2;"#373,#1145"
ALDEXOR;7;×2;"#631,#829"
ARVANCH;7;×2;"#350,#1186"
NCHLEXO;7;×2;"#688,#1236"
ONPHDAX;7;×2;"#256,#904"
HDETHCO;7;×2;"#372,#1229"
GDEXTO;6;×2;"#60,#975"
LGETHZ;6;×2;"#1047,#1279"
ANCHLE;6;×2;"#687,#1189"
ANCHAL;6;×2;"#250,#1266"
PHICHA;6;×2;"#1087,#1159"
NECROH;6;×2;"#80,#225"
HDEXOL;6;×2;"#356,#806"
CHARRE;6;×2;"#572,#1258"
CHAPHA;6;×2;"#269,#1162"
DANPA;5;×2;"#536,#1126"
VANGL;5;×2;"#105,#322"
EBRON;5;×2;"#142,#698"
LANCH;5;×2;"#385,#569"
AVICH;5;×2;"#623,#1255"
APHAR;5;×2;"#210,#1164"
AXALP;5;×2;"#909,#1083"
ALNOR;5;×2;"#96,#199"
ANPHZ;5;×2;"#455,#817"
ZIDRA;5;×2;"#206,#1037"
ZIRNO;5;×2;"#558,#1077"
PHARN;5;×3;"#91,#1111,#1165"
PHZAR;5;×2;"#8,#244"
NABAL;5;×2;"#127,#826"
NOPTZ;5;×2;"#515,#561"
NORPH;5;×2;"#98,#994"
NPHDE;5;×2;"#804,#1227"
NPHZA;5;×2;"#7,#709"
OPTHA;5;×2;"#316,#918"
OLPHI;5;×2;"#360,#980"
ONGNA;5;×2;"#586,#1134"
RNOBA;5;×2;"#1079,#1114"
RANCH;5;×2;"#249,#686"
RONPH;5;×2;"#700,#903"
HGETH;5;×2;"#873,#935"
CHALD;5;×2;"#1122,#1268"
CHIRO;5;×2;"#0,#425"
BAXA;4;×2;"#1082,#1196"
THAL;4;×2;"#318,#1057"
THNA;4;×2;"#125,#1173"
DNOP;4;×2;"#314,#1033"
DRAX;4;×2;"#137,#1039"
DECO;4;×2;"#36,#672"
VACH;4;×2;"#847,#870"
VARG;4;×2;"#161,#524"
EPOT;4;×2;"#283,#1170"
EBVA;4;×2;"#232,#528"
ETHB;4;×2;"#642,#875"
EXNO;4;×2;"#577,#610"
XAPO;4;×2;"#185,#1215"
GELP;4;×2;"#241,#418"
LDAV;4;×2;"#544,#1253"
LVAN;4;×2;"#321,#949"
AVAN;4;×2;"#893,#1064"
APOL;4;×2;"#186,#309"
AXAP;4;×3;"#111,#1041,#1214"
ALDA;4;×2;"#1124,#1275"
ALON;4;×2;"#254,#507"
ALPH;4;×2;"#72,#1085"
ANAD;4;×2;"#33,#886"
ARGE;4;×4;"#525,#922,#1029,#1130"
ARDE;4;×2;"#501,#986"
ARNE;4;×2;"#531,#1167"
ARNA;4;×2;"#93,#824"
ARCH;4;×2;"#11,#369"
ZICH;4;×2;"#410,#552"
PARG;4;×2;"#854,#1129"
PALG;4;×2;"#57,#619"
PHIA;4;×2;"#362,#997"
PHAN;4;×2;"#50,#272"
NDER;4;×2;"#275,#510"
NZIP;4;×2;"#88,#596"
NACH;4;×2;"#812,#1015"
NPH/;4;×2;"#759,#1210"
MPHA;4;×2;"#665,#1103"
OXZI;4;×2;"#390,#653"
OCHA;4;×2;"#268,#890"
OAXA;4;×2;"#65,#110"
OPHI;4;×2;"#168,#329"
ORGA;4;×2;"#39,#202"
OLDA;4;×2;"#1183,#1252"
ONAN;4;×2;"#174,#1264"
ONAR;4;×2;"#145,#263"
RDEC;4;×2;"#671,#987"
RNZA;4;×2;"#647,#842"
RNAL;4;×2;"#94,#629"
RANA;4;×2;"#32,#287"
RGNE;4;×2;"#163,#695"
RGEO;4;×2;"#26,#1131"
HORN;4;×2;"#627,#840"
HLAN;4;×2;"#384,#815"
HADO;4;×2;"#115,#1018"
HARG;4;×2;"#400,#921"
HZIC;4;×2;"#551,#820"
CONG;4;×2;"#585,#1246"
CORG;4;×2;"#38,#377"
CHDE;4;×2;"#355,#371"
CHEX;4;×2;"#345,#605"
CHAD;4;×2;"#156,#1017"
BVL;3;×2;"#521,#567"
BRA;3;×4;"#439,#461,#464,#878"
BAV;3;×2;"#1063,#1117"
TZA;3;×2;"#564,#926"
DAL;3;×2;"#71,#1277"
DOP;3;×2;"#394,#917"
DOL;3;×2;"#117,#947"
VLA;3;×2;"#568,#662"
VOL;3;×2;"#1045,#1119"
VOR;3;×2;"#444,#547"
VRG;3;×3;"#470,#483,#882"
ELD;3;×3;"#543,#683,#945"
EDN;3;×2;"#181,#1032"
EXA;3;×2;"#184,#860"
EON;3;×3;"#594,#1133,#1263"
XDE;3;×2;"#608,#1144"
XRE;3;×2;"#335,#496"
XON;3;×2;"#78,#262"
XAR;3;×3;"#861,#901,#985"
GAL;3;×2;"#41,#966"
LCH;3;×2;"#344,#1121"
LAM;3;×3;"#601,#663,#991"
LOX;3;×2;"#494,#1142"
LEM;3;×2;"#897,#1193"
LEB;3;×2;"#141,#231"
LGA;3;×2;"#621,#1009"
LPZ;3;×2;"#476,#912"
LPO;3;×2;"#420,#968"
AHG;3;×2;"#659,#934"
AVO;3;×2;"#546,#1118"
ABO;3;×2;"#788,#1024"
ABV;3;×2;"#566,#743"
AXT;3;×2;"#280,#441"
AXO;3;×3;"#261,#668,#1199"
ALL;3;×2;"#1059,#1140"
ALV;3;×2;"#320,#365"
ADE;3;×2;"#35,#1178"
AND;3;×2;"#274,#951"
ANV;3;×3;"#132,#845,#880"
ANZ;3;×3;"#52,#176,#303"
ARO;3;×2;"#339,#902"
ARB;3;×3;"#290,#862,#1011"
ZAD;3;×2;"#649,#712"
ZAC;3;×2;"#478,#927"
ZAN;3;×2;"#152,#844"
PZI;3;×2;"#913,#1036"
PDE;3;×2;"#193,#1068"
PHL;3;×2;"#74,#383"
NVA;3;×2;"#220,#846"
NGE;3;×2;"#706,#1248"
NEX;3;×2;"#165,#183"
NAX;3;×2;"#490,#1137"
NOL;3;×2;"#16,#612"
MNA;3;×2;"#489,#1022"
MAC;3;×2;"#603,#1152"
MAR;3;×2;"#338,#368"
MAX;3;×2;"#120,#279"
OZI;3;×2;"#409,#557"
OXR;3;×2;"#495,#970"
OTH;3;×2;"#1056,#1172"
ODO;3;×2;"#790,#867"
ORO;3;×2;"#47,#636"
OLA;3;×3;"#197,#600,#613"
OLG;3;×2;"#188,#1046"
ONC;3;×2;"#638,#1235"
RBV;3;×2;"#835,#1012"
RMA;3;×2;"#278,#1151"
RAP;3;×2;"#191,#209"
ROX;3;×2;"#340,#652"
ICA;3;×2;"#332,#822"
IDO;3;×2;"#45,#393"
ING;3;×2;"#705,#964"
HZV;3;×2;"#468,#1283"
CAR;3;×2;"#823,#929"
CLA;3;×3;"#215,#990,#1072"
CRA;3;×2;"#301,#499"
CHZ;3;×2;"#467,#550"
CHO;3;×2;"#388,#626"
SV;2;×2;"#482,#676"
YD;2;×2;"#313,#535"
DV;2;×3;"#103,#149,#953"
VD;2;×2;"#745,#851"
XL;2;×2;"#140,#348"
XG;2;×2;"#122,#450"
LI;2;×2;"#18,#296"
ZE;2;×4;"#459,#944,#1108,#1244"
PV;2;×2;"#30,#1044"
MO;2;×2;"#5,#899"
OM;2;×3;"#4,#238,#1021"
RI;2;×3;"#172,#617,#931"
