CH;39×;3.22%;" "
AN;37×;3.06%;" "
AR;37×;3.06%;" "
AX;31×;2.56%;" "
RA;29×;2.39%;" "
AL;28×;2.31%;" "
ON;27×;2.23%;" "
HA;26×;2.15%;" "
NA;25×;2.06%;" "
XA;23×;1.9%;" "
PH;22×;1.82%;" "
DE;19×;1.57%;" "
TH;19×;1.57%;" "
LA;18×;1.49%;" "
RN;18×;1.49%;" "
HI;17×;1.4%;" "
OR;16×;1.32%;" "
GE;15×;1.24%;" "
GA;15×;1.24%;" "
NO;15×;1.24%;" "
LE;14×;1.16%;" "
RG;14×;1.16%;" "
RO;13×;1.07%;" "
AP;13×;1.07%;" "
DA;12×;0.99%;" "
EX;12×;0.99%;" "
NC;12×;0.99%;" "
ZI;11×;0.91%;" "
NG;11×;0.91%;" "
OL;11×;0.91%;" "
VI;11×;0.91%;" "
VA;11×;0.91%;" "
OX;10×;0.83%;" "
LO;10×;0.83%;" "
NE;10×;0.83%;" "
AB;10×;0.83%;" "
XO;9×;0.74%;" "
PA;9×;0.74%;" "
NP;9×;0.74%;" "
DR;9×;0.74%;" "
EM;9×;0.74%;" "
OP;9×;0.74%;" "
VR;9×;0.74%;" "
XL;9×;0.74%;" "
ET;9×;0.74%;" "
HC;9×;0.74%;" "
IR;9×;0.74%;" "
IC;8×;0.66%;" "
HO;8×;0.66%;" "
EP;8×;0.66%;" "
LP;8×;0.66%;" "
EO;8×;0.66%;" "
BO;7×;0.58%;" "
PO;7×;0.58%;" "
AD;7×;0.58%;" "
OT;7×;0.58%;" "
ER;7×;0.58%;" "
LG;7×;0.58%;" "
OD;7×;0.58%;" "
AM;7×;0.58%;" "
NV;6×;0.5%;" "
AV;6×;0.5%;" "
GL;6×;0.5%;" "
MA;6×;0.5%;" "
HG;6×;0.5%;" "
MP;6×;0.5%;" "
ND;6×;0.5%;" "
RB;6×;0.5%;" "
AC;6×;0.5%;" "
GO;6×;0.5%;" "
ID;5×;0.41%;" "
HD;5×;0.41%;" "
BA;5×;0.41%;" "
RE;5×;0.41%;" "
TA;5×;0.41%;" "
DO;5×;0.41%;" "
GD;5×;0.41%;" "
XN;5×;0.41%;" "
BV;5×;0.41%;" "
OG;5×;0.41%;" "
RZ;4×;0.33%;" "
LV;4×;0.33%;" "
LD;4×;0.33%;" "
HL;4×;0.33%;" "
PT;4×;0.33%;" "
RV;4×;0.33%;" "
LB;4×;0.33%;" "
BL;4×;0.33%;" "
TO;4×;0.33%;" "
VO;4×;0.33%;" "
EL;4×;0.33%;" "
GV;4×;0.33%;" "
BR;4×;0.33%;" "
MN;4×;0.33%;" "
IL;4×;0.33%;" "
ZA;4×;0.33%;" "
HZ;4×;0.33%;" "
ZV;3×;0.25%;" "
HV;3×;0.25%;" "
GR;3×;0.25%;" "
ED;3×;0.25%;" "
CO;3×;0.25%;" "
OM;3×;0.25%;" "
IN;3×;0.25%;" "
