DAPHI;2×;0.83%;" "
CHOLA;2×;0.83%;" "
PHCHI;2×;0.83%;" "
EXOLA;2×;0.83%;" "
ZVRZV;1×;0.41%;" "
HGENV;1×;0.41%;" "
OXAZL;1×;0.41%;" "
OGADE;1×;0.41%;" "
XOPAH;1×;0.41%;" "
VGRAN;1×;0.41%;" "
GALEX;1×;0.41%;" "
ORANA;1×;0.41%;" "
XOROZ;1×;0.41%;" "
IDBAL;1×;0.41%;" "
GRANP;1×;0.41%;" "
HAXLE;1×;0.41%;" "
MGEBE;1×;0.41%;" "
DAXNE;1×;0.41%;" "
LZOCC;1×;0.41%;" "
HIDRA;1×;0.41%;" "
NPHAN;1×;0.41%;" "
GEPHD;1×;0.41%;" "
ALYXA;1×;0.41%;" "
RNABA;1×;0.41%;" "
RGDET;1×;0.41%;" "
HCONG;1×;0.41%;" "
ALLVD;1×;0.41%;" "
AXABO;1×;0.41%;" "
THAXL;1×;0.41%;" "
ETHGR;1×;0.41%;" "
ANOMA;1×;0.41%;" "
XREPO;1×;0.41%;" "
GALDE;1×;0.41%;" "
XTALO;1×;0.41%;" "
PHINA;1×;0.41%;" "
DORGE;1×;0.41%;" "
ONAVA;1×;0.41%;" "
XLEXA;1×;0.41%;" "
RGNEL;1×;0.41%;" "
PIODR;1×;0.41%;" "
ANCHA;1×;0.41%;" "
RNETA;1×;0.41%;" "
LZICH;1×;0.41%;" "
LAXAR;1×;0.41%;" "
NOPTH;1×;0.41%;" "
ADROX;1×;0.41%;" "
ARNER;1×;0.41%;" "
VAXAL;1×;0.41%;" "
ANPHD;1×;0.41%;" "
ETHCO;1×;0.41%;" "
LNARP;1×;0.41%;" "
CHIRO;1×;0.41%;" "
OGLAX;1×;0.41%;" "
DEOTH;1×;0.41%;" "
ALBRA;1×;0.41%;" "
XDEMN;1×;0.41%;" "
ABLAN;1×;0.41%;" "
TOXAN;1×;0.41%;" "
EOPHI;1×;0.41%;" "
RACHE;1×;0.41%;" "
RRANV;1×;0.41%;" "
ALDEM;1×;0.41%;" "
ARONP;1×;0.41%;" "
ZIRCH;1×;0.41%;" "
ALGVN;1×;0.41%;" "
VOXAB;1×;0.41%;" "
BODEL;1×;0.41%;" "
ARNAP;1×;0.41%;" "
PORAN;1×;0.41%;" "
DEXTA;1×;0.41%;" "
RGVXA;1×;0.41%;" "
RNOLP;1×;0.41%;" "
ARGAL;1×;0.41%;" "
ANGVA;1×;0.41%;" "
RZECH;1×;0.41%;" "
LORIC;1×;0.41%;" "
HLAMA;1×;0.41%;" "
XAPOL;1×;0.41%;" "
