RANPH;5
CHARN;4
XARNO;4
ARGDE;4
RANCH;3
ANPHA;3
NCHAR;3
PHICH;3
NCHZI;3
OXARN;3
DAPHI;2
CHOLA;2
HAXLE;2
XLEXA;2
ETHCO;2
CHIRO;2
DEXTA;2
DORNA;2
LETHG;2
NAPPO;2
AXALA;2
PHCHI;2
THNAR;2
AMPHA;2
EXOLA;2
NAMPH;2
NARGD;2
OTHAR;2
HARNO;2
ARGLE;2
MNOGA;2
ONCHC;2
ARBVI;2
EOPHA;2
ANCHO;2
ONCHA;2
NVANC;2
LEXAR;2
ANCHZ;2
HNARG;2
CHCHI;2
BVIRN;2
VANCH;2
ARNOP;2
AXLEX;2
ANGAV;2
ONGAL;2
DETHC;2
AXLET;2
RGEON;2
ICHLA;2
GEONA;2
ONDAX;2
EONCH;2
HCHIR;2
PHIGO;2
ETHNA;2
HICHA;2
RNODE;2
CHILO;2
LANGA;2
NVOXA;2
XLETH;2
EONAV;2
ANPHC;2
RNAMP;2
BLOTH;2
ICHAR;2
ANCHD;2
NPHCH;2
ZVRZV;1
HGENV;1
OXAZL;1
OGADE;1
XOPAH;1
VGRAN;1
GALEX;1
ORANA;1
XOROZ;1
IDBAL;1
GRANP;1
MGEBE;1
DAXNE;1
LZOCC;1
HIDRA;1
NPHAN;1
GEPHD;1
ALYXA;1
RNABA;1
RGDET;1
HCONG;1
ALLVD;1
AXABO;1
THAXL;1
ETHGR;1
ANOMA;1
XREPO;1
GALDE;1
XTALO;1
PHINA;1
DORGE;1
ONAVA;1
RGNEL;1
PIODR;1
ANCHA;1
RNETA;1
LZICH;1
LAXAR;1
NOPTH;1
ADROX;1
ARNER;1
VAXAL;1
ANPHD;1
LNARP;1
OGLAX;1
DEOTH;1
ALBRA;1
XDEMN;1
ABLAN;1
TOXAN;1
EOPHI;1
RACHE;1
RRANV;1
ALDEM;1
ARONP;1
ZIRCH;1
ALGVN;1
VOXAB;1
BODEL;1
ARNAP;1
PORAN;1
RGVXA;1
RNOLP;1
ARGAL;1
ANGVA;1
RZECH;1
LORIC;1
HLAMA;1
XAPOL;1
GARBD;1
AXCHV;1
ZILCH;1
AXABR;1
ROLPD;1
EXTOR;1
ADGEO;1
NAVIL;1
VORGD;1
ALBAX;1
OMPTH;1
GERBR;1
AXOXA;1
RNOTH;1
AMNOG;1
ALLEP;1
RONCH;1
CHIPO;1
DRAPH;1
LERDO;1
THARE;1
GEMPT;1
PARAN;1
DNOPA;1
RGLEB;1
ORNAN;1
CHOND;1
AXORN;1
ERBOR;1
OXALG;1
ALGLE;1
GDEON;1
PPVRA;1
BRAXN;1
ALAGL;1
LPGEN;1
DRANN;1
NGAVA;1
XREMA;1
VIHCH;1
IRDOR;1
OLPHI;1
GONAX;1
DETHA;1
RGANZ;1
ACHCH;1
IRONP;1
ARGON;1
NABBV;1
RAXLA;1
PGETH;1
EMNOC;1
HALBL;1
CVTHG;1
ETHGA;1
LPHIC;1
DEOPH;1
NRVXO;1
DARBV;1
AXLON;1
CHZIC;1
HORAN;1
CHDEN;1
HONDR;1
OBVIR;1
NOXZV;1
RVCHI;1
LORFA;1
CVMPN;1
APLAN;1
GANEM;1
ANPAN;1
GERON;1
ALBAN;1
CHDIC;1
HARGE;1
ONVON;1
DEDOH;1
XNALG;1
NNEPT;1
HVRAP;1
HRAXA;1
LVIRA;1
FARGD;1
EXNAP;1
VIZAB;1
ALDRO;1
XZINV;1
PIDAB;1
RZANB;1
DVRAN;1
LONTA;1
XONAG;1
VRANA;1
HZIVR;1
VICLO;1
VIVIA;1
CHZID;1
RAMPH;1
ALGOT;1
HCHAR;1
NONLO;1
PIVAD;1
RAXLE;1
XARBV;1
IRNAX;1
LEGON;1
TPACH;1
ASTOR;1
ZAMBL;1
OTHDE;1
XANGA;1
VITOB;1
LAXVX;1
NIHOL;1
PRANZ;1
IBDAX;1
ARONG;1
LEPHI;1
GOZEL;1
VACRI;1
NOXAL;1
PONGE;1
PAXAR;1
EXAPO;1
NEPZI;1
RDNXR;1
EPHIC;1
HASSE;1
MERON;1
DAXLA;1
BONGA;1
LAZIB;1
OMANO;1
LDCHI;1
PAGED;1
DVLVA;1
MORNO;1
VRZVH;1
GENVO;1
XAZLO;1
GADEX;1
OPAHV;1
GRANG;1
ALEXO;1
RANAD;1
APHIC;1
HOLAX;1
OROZI;1
DBALG;1
AXLEM;1
GEBED;1
AXNEL;1
ZOCCH;1
IDRAN;1
PHANG;1
EPHDA;1
LYXAR;1
NABAR;1
GDETH;1
CONGA;1
LLVDA;1
XABOT;1
THGRA;1
NOMAX;1
REPOG;1
ALDEX;1
TALOP;1
HINAD;1
ORGEO;1
NAVAX;1
GNELP;1
IODRA;1
NETAL;1
ZICHL;1
AXARN;1
OPTHA;1
DROXA;1
RNERV;1
NPHDE;1
THCOL;1
NARPC;1
HIROD;1
APHIO;1
GLAXD;1
EOTHA;1
LBRAX;1
DEMNA;1
BLANT;1
OXANE;1
OPHIR;1
ACHER;1
RANVA;1
LDEMA;1
RONPZ;1
IRCHA;1
LGVNV;1
OXABB;1
ODELA;1
RNAPP;1
ORAND;1
EXTAR;1
GVXAR;1
NOLPA;1
RGALA;1
NGVAR;1
ZECHL;1
ORICH;1
LAMAX;1
APOLG;1
ARBDA;1
XCHVR;1
ILCHA;1
XABRA;1
NPHAR;1
OLPDE;1
XTORA;1
DGEON;1
AVILC;1
HOLAD;1
ORNAV;1
ORGDA;1
LBAXL;1
ETHGO;1
MPTHG;1
ERBRA;1
XOXAR;1
NOTHA;1
LLEPR;1
HIPOD;1
RAPHL;1
ERDON;1
APPOT;1
HAREG;1
EMPTA;1
XALAP;1
ARANP;1
HCHID;1
NOPAR;1
GLEBO;1
RNANC;1
HONDA;1
XORNE;1
RBORO;1
XALGA;1
LGLET;1
DEONC;1
HARNA;1
MPHAP;1
PVRAB;1
RAXNA;1
LAGLE;1
XOLAL;1
PGEND;1
RANNE;1
XOLAN;1
GAVAX;1
REMAV;1
IHCHI;1
RDORN;1
AMPHO;1
LPHIG;1
ONAXD;1
ETHAR;1
GANZA;1
RONPA;1
RGONN;1
ABBVR;1
AXLAP;1
GETHN;1
MNOCH;1
ALBLO;1
THARC;1
VTHGE;1
THGAL;1
ARNOD;1
RGLEM;1
NOGAN;1
RVXOD;1
ARBVA;1
XLONC;1
HZICH;1
ORANC;1
HDENH;1
ONDRO;1
OXZVR;1
VCHIL;1
ORFAC;1
VMPNA;1
PLANG;1
ANEMA;1
NPANG;1
ERONA;1
LBANC;1
HDICH;1
ARGEO;1
NCHCO;1
NVOND;1
EDOHA;1
RBVIX;1
NALGE;1
OPHAN;1
NEPTH;1
VRAPH;1
RAXAL;1
VIRAF;1
XNAPV;1
IZABA;1
LDROX;1
ZINVA;1
NCHOP;1
IDABO;1
ZANBD;1
VRANP;1
HCHIL;1
ONTAX;1
ONAGV;1
RANAN;1
ZIVRV;1
ICLOV;1
IVIAC;1
HZIDR;1
LGOTH;1
ONLOX;1
IVADR;1
RNAXL;1
EGONT;1
PACHA;1
STORZ;1
AMBLO;1
THDEX;1
ITOBL;1
AXVXN;1
IHOLP;1
RANZI;1
BDAXA;1
RONGL;1
EPHIG;1
OZELV;1
ACRIN;1
OXALP;1
ONGEP;1
AXARE;1
XAPON;1
EPZIR;1
DNXRE;1
ASSEM;1
EROND;1
AXLAB;1
AZIBO;1
MANOL;1
DCHIP;1
AGEDD;1
VLVAM;1
ORNOD;1
RZVHG;1
ENVOX;1
AZLOG;1
ADEXO;1
PAHVG;1
RANGA;1
LEXOR;1
ANADA;1
OLAXO;1
ROZID;1
BALGR;1
XLEMG;1
EBEDA;1
XNELZ;1
OCCHI;1
DRANP;1
HANGE;1
PHDAL;1
YXARN;1
ABARG;1
LVDAX;1
ABOTH;1
HGRAN;1
OMAXR;1
EPOGA;1
LDEXT;1
ALOPH;1
INADO;1
AVAXL;1
EXARG;1
NELPI;1
ODRAN;1
ETALZ;1
PTHAD;1
ROXAR;1
NERVA;1
XALAN;1
PHDET;1
HCOLN;1
ARPCH;1
IRODA;1
PHIOG;1
LAXDE;1
OTHAL;1
BRAXD;1
EMNAB;1
LANTO;1
XANEO;1
PHIRA;1
CHERR;1
ANVAL;1
DEMAR;1
ONPZI;1
RCHAL;1
GVNVO;1
XABBO;1
DELAR;1
RANDE;1
XTARG;1
VXARN;1
OLPAR;1
GALAN;1
GVARZ;1
ECHLO;1
RICHL;1
AMAXA;1
POLGA;1
RBDAX;1
CHVRA;1
LCHAX;1
ABRAN;1
PHARO;1
LPDEX;1
TORAD;1
VILCH;1
OLADO;1
RNAVO;1
RGDAL;1
BAXLE;1
THGOM;1
PTHGE;1
RBRAX;1
OTHAM;1
NOGAL;1
LEPRO;1
NCHCH;1
IPODR;1
APHLE;1
RDONA;1
PPOTH;1
AREGE;1
MPTAX;1
ALAPA;1
CHIDN;1
OPARG;1
LEBOR;1
NANCH;1
ORNER;1
BOROX;1
ALGAL;1
GLETH;1
ARNAM;1
PHAPP;1
VRABR;1
AXNAL;1
AGLEX;1
OLALP;1
GENDR;1
ANNEX;1
OLANG;1
AVAXR;1
EMAVI;1
MPHOL;1
NAXDE;1
THARG;1
ANZAC;1
ONPAR;1
GONNA;1
BBVRA;1
XLAPG;1
RGDEM;1
NOCHA;1
LBLOT;1
HARCV;1
THGET;1
HGALP;1
OPHAR;1
GLEMN;1
OGANR;1
VXODA;1
RBVAX;1
LONCH;1
ZICHO;1
DENHO;1
NDROB;1
VIRNO;1
XZVRV;1
RFACV;1
MPNAP;1
NEMAN;1
PANGE;1
RONAL;1
BANCH;1
DICHA;1
CHCON;1
VONDE;1
DOHAR;1
BVIXN;1
ALGEO;1
PHANN;1
EPTHV;1
RAPHR;1
AXALV;1
IRAFA;1
RGDEX;1
NAPVI;1
ZABAL;1
DROXZ;1
INVAN;1
CHOPI;1
DABON;1
CHARZ;1
ANBDV;1
NTAXO;1
NAGVR;1
ANANV;1
IVRVI;1
CLOVI;1
VIACH;1
ZIDRA;1
MPHAL;1
GOTHC;1
NLOXA;1
RNOPI;1
VADRA;1
RBVIR;1
NAXLE;1
GONTP;1
ACHAS;1
TORZA;1
MBLOT;1
HDEXA;1
NGAVI;1
TOBLA;1
XVXNI;1
HOLPR;1
ANZIB;1
DAXAR;1
ONGLE;1
ZELVA;1
CRINO;1
XALPO;1
NGEPA;1
XAREX;1
APONE;1
PZIRD;1
NXREP;1
SSEME;1
RONDA;1
XLABO;1
NGALA;1
ZIBOM;1
ANOLD;1
CHIPA;1
GEDDV;1
LVAMO;1
ZVHGE;1
ZLOGA;1
DEXOP;1
AHVGR;1
ANGAL;1
EXORA;1
NADAP;1
HICHO;1
LAXOR;1
OZIDB;1
ALGRA;1
NPHAX;1
LEMGE;1
BEDAX;1
NELZO;1
CCHID;1
ANGEP;1
HDALY;1
XARNA;1
BARGD;1
NGALL;1
VDAXA;1
BOTHA;1
GRANO;1
MAXRE;1
POGAL;1
LOPHI;1
NADOR;1
VAXLE;1
XARGN;1
ELPIO;1
DRANC;1
HARNE;1
TALZI;1
CHLAX;1
THADR;1
ERVAX;1
ALANP;1
HDETH;1
COLNA;1
RPCHI;1
RODAP;1
HIOGL;1
AXDEO;1
THALB;1
RAXDE;1
MNABL;1
ANTOX;1
ANEOP;1
HIRAC;1
HERRA;1
NVALD;1
EMARO;1
NPZIR;1
CHALG;1
VNVOX;1
ABBOD;1
ELARN;1
APPOR;1
ANDEX;1
TARGV;1
LPARG;1
ALANG;1
VARZE;1
CHLOR;1
MAXAP;1
OLGAR;1
BDAXC;1
HVRAN;1
CHZIL;1
CHAXA;1
BRANP;1
HAROL;1
PDEXT;1
ORADG;1
ILCHO;1
LADOR;1
NAVOR;1
GDALB;1
HGOMP;1
