PZIR;4;×2;"#309,#1147"
PHAR;4;×2;"#412,#753"
PHAN;4;×2;"#91,#887"
PARG;4;×3;"#354,#543,#689"
DROX;4;×2;"#216,#927"
DRAN;4;×3;"#87,#188,#625"
DAXA;4;×2;"#124,#1102"
DEMN;4;×2;"#271,#714"
LPHI;4;×2;"#661,#740"
LEXO;4;×2;"#32,#614"
AVAX;4;×2;"#172,#637"
ABRA;4;×2;"#407,#604"
ABON;4;×2;"#943,#1174"
ARON;4;×2;"#305,#1105"
ARGA;4;×2;"#355,#674"
ARNE;4;×2;"#194,#220"
ARNA;4;×3;"#104,#330,#592"
AXDE;4;×3;"#258,#269,#668"
AXRE;4;×2;"#144,#639"
AXAR;4;×3;"#206,#1103,#1136"
AXAB;4;×2;"#125,#405"
AXLA;4;×2;"#701,#1171"
AXOR;4;×2;"#49,#560"
ALBA;4;×2;"#450,#845"
ALAN;4;×2;"#228,#358"
ALDE;4;×2;"#151,#300"
ANNE;4;×2;"#627,#889"
ANVA;4;×2;"#297,#979"
ANGE;4;×2;"#93,#838"
ADOR;4;×2;"#164,#439"
XREP;4;×2;"#145,#1153"
XNAL;4;×2;"#608,#880"
XAPO;4;×2;"#380,#1141"
ODRA;4;×2;"#187,#499"
ORAN;4;×3;"#35,#336,#786"
OPHI;4;×2;"#159,#286"
OGAL;4;×2;"#149,#483"
OXAL;4;×2;"#570,#1126"
NGEP;4;×2;"#94,#1132"
ERON;4;×2;"#841,#1166"
EPHI;4;×2;"#1111,#1155"
EMNO;4;×2;"#715,#759"
GRAN;4;×3;"#26,#60,#138"
GALA;4;×2;"#357,#1178"
GALL;4;×2;"#119,#484"
GETH;4;×2;"#706,#734"
HCON;4;×2;"#115,#863"
HALG;4;×2;"#314,#1009"
HALB;4;×2;"#264,#720"
HARG;4;×3;"#673,#754,#855"
HOND;4;×2;"#556,#795"
HOLP;4;×2;"#659,#1092"
HVRA;4;×2;"#393,#895"
RNER;4;×2;"#221,#563"
RONP;4;×2;"#306,#686"
ROXA;4;×2;"#217,#569"
RAPH;4;×2;"#501,#897"
RAXL;4;×2;"#700,#1035"
RANA;4;×2;"#36,#976"
VAXL;4;×2;"#173,#774"
VRAN;4;×3;"#394,#956,#975"
ZICH;4;×2;"#201,#782"
TOR;3;×2;"#422,#1062"
TAX;3;×2;"#524,#968"
TAL;3;×2;"#156,#198"
MPT;3;×2;"#461,#522"
MAN;3;×2;"#834,#1186"
MAX;3;×2;"#143,#378"
BLA;3;×2;"#276,#1084"
BOR;3;×2;"#549,#567"
BAL;3;×2;"#57,#924"
IRD;3;×2;"#650,#1149"
IRA;3;×2;"#289,#907"
PGE;3;×2;"#621,#705"
PTH;3;×3;"#212,#462,#893"
PON;3;×2;"#1130,#1143"
PHD;3;×2;"#97,#232"
DAL;3;×2;"#99,#449"
DEO;3;×3;"#260,#586,#750"
LVA;3;×2;"#1119,#1202"
LGA;3;×2;"#384,#573"
LAP;3;×2;"#528,#703"
LAX;3;×4;"#48,#205,#257,#1085"
LEP;3;×2;"#487,#1110"
LEM;3;×2;"#68,#758"
LON;3;×2;"#777,#965"
LOR;3;×2;"#370,#815"
ACH;3;×4;"#291,#680,#999,#1057"
AVI;3;×3;"#431,#644,#1079"
ABB;3;×2;"#323,#696"
ABA;3;×2;"#107,#923"
ARE;3;×2;"#517,#1138"
ARZ;3;×2;"#364,#949"
AXN;3;×2;"#76,#607"
ALP;3;×3;"#619,#739,#1128"
ANZ;3;×2;"#677,#1097"
ANE;3;×2;"#283,#831"
ANO;3;×2;"#140,#1187"
ADR;3;×2;"#215,#1033"
XAN;3;×2;"#282,#1075"
ODA;3;×2;"#249,#769"
OMA;3;×2;"#142,#1185"
ONT;3;×2;"#966,#1053"
ORG;3;×2;"#166,#446"
ORO;3;×2;"#51,#568"
OPI;3;×2;"#939,#1029"
OPA;3;×2;"#21,#542"
OXZ;3;×2;"#806,#929"
NDR;3;×2;"#624,#797"
NDE;3;×2;"#339,#869"
NOX;3;×2;"#805,#1125"
NOL;3;×2;"#351,#1188"
NEP;3;×2;"#891,#1145"
NEL;3;×2;"#78,#182"
NPA;3;×2;"#688,#836"
NAX;3;×2;"#667,#1047"
NAN;3;×2;"#552,#978"
NAB;3;×3;"#106,#274,#695"
NAD;3;×2;"#38,#163"
ERB;3;×2;"#466,#565"
EMA;3;×3;"#303,#642,#833"
GON;3;×3;"#665,#692,#1052"
GAN;3;×3;"#676,#763,#830"
GER;3;×2;"#465,#840"
GEN;3;×2;"#6,#622"
HDE;3;×3;"#233,#791,#1072"
RDO;3;×2;"#507,#651"
RZA;3;×2;"#950,#1064"
VRV;3;×2;"#809,#988"
ZIB;3;×2;"#1099,#1182"
ZID;3;×2;"#54,#1002"
ZVR;3;×2;"#0,#808"
FA;2;×2;"#818,#910"
CV;2;×2;"#730,#820"
IV;2;×3;"#987,#996,#1031"
IH;2;×2;"#646,#1091"
IO;2;×2;"#186,#254"
IN;2;×3;"#162,#932,#1124"
PV;2;×2;"#601,#919"
PR;2;×2;"#489,#1095"
DV;2;×2;"#955,#1200"
DN;2;×2;"#540,#1151"
LZ;2;×2;"#80,#200"
AG;2;×3;"#612,#973,#1196"
AZ;2;×2;"#12,#1181"
OB;2;×2;"#800,#1083"
OC;2;×2;"#82,#718"
OZ;2;×2;"#53,#1116"
EG;2;×2;"#519,#1051"
ED;2;×3;"#74,#871,#1198"
EB;2;×2;"#72,#548"
GV;2;×4;"#317,#346,#362,#974"
RI;2;×2;"#372,#1123"
RC;2;×2;"#312,#729"
VX;2;×3;"#347,#767,#1088"
ZE;2;×2;"#366,#1117"
